Sentence #,Word,POS,Tag
,7-6,B-ADVP,O
,(,O,O
,8-6,B-NP,O
,),O,O
,3-6,B-NP,O
,6-2,I-NP,O
,6-2,I-NP,O
,"
",I-NP,O
,Scott,B-NP,B-PER
,Draper,I-NP,I-PER
,(,O,O
,Australia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Galo,B-NP,B-PER
,Blanco,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,7-5,I-NP,O
,6-3,I-NP,O
,"
",I-NP,O
,Petr,B-PP,B-PER
,Korda,B-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,beat,B-VP,O
,David,B-NP,B-PER
,Caldwell,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,3-6,I-NP,O
,6-3,I-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,Bohdan,B-NP,B-PER
,Ulihrach,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,beat,B-VP,O
,14,B-NP,O
,-,I-NP,O
,Alberto,I-NP,B-PER
,Costa,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,2-6,B-NP,O
,6-4,I-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-2,B-NP,O
,),O,O
,3-6,B-NP,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Bernd,B-NP,B-PER
,Karbacher,I-NP,I-PER
,(,O,O
,Germany,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Jonathan,B-NP,B-PER
,Stark,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,7-5,B-NP,O
,6-3,I-NP,O
,5-,I-NP,O
,7,I-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,8,B-NP,O
,-,I-NP,O
,Lindsay,I-NP,B-PER
,Davenport,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Adriana,B-NP,B-PER
,Serra-Zanetti,I-NP,I-PER
,(,O,O
,Italy,B-NP,B-LOC
,),O,O
,6,B-NP,O
,-,I-NP,O
,2,I-NP,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Elena,B-NP,B-PER
,Wagner,I-NP,I-PER
,(,O,O
,Germany,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Gigi,B-NP,B-PER
,Fernandez,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-1,B-ADVP,O
,6-4,B-NP,O
,"
",B-NP,O
,Kristie,B-NP,B-PER
,Boogert,I-NP,I-PER
,(,I-NP,O
,Netherlands,I-NP,B-LOC
,),O,O
,beat,B-VP,O
,Joannette,B-NP,B-PER
,Kruger,I-NP,I-PER
,(,O,O
,South,B-NP,B-LOC
,Africa,I-NP,I-LOC
,),O,O
,6-1,B-ADVP,O
,6-0,B-NP,O
,"
",B-NP,O
,Men,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Stefan,B-NP,B-PER
,Edberg,I-NP,I-PER
,(,O,O
,Sweden,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,5,B-NP,O
,-,I-NP,O
,Richard,I-NP,B-PER
,Krajicek,I-NP,I-PER
,(,I-NP,O
,Netherlands,I-NP,B-LOC
,),O,O
,6-,B-NP,O
,3,I-NP,O
,6-3,I-NP,O
,6-3,I-NP,O
,"
",I-NP,O
,10,B-NP,O
,-,I-NP,O
,Marcelo,I-NP,B-PER
,Rios,I-NP,I-PER
,(,O,O
,Chile,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Andrei,B-NP,B-PER
,Pavel,I-NP,I-PER
,(,O,O
,Romania,B-NP,B-LOC
,),O,O
,4-6,B-VP,O
,6-1,B-NP,O
,6-4,I-NP,O
,6-2,I-NP,O
,"
",I-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,3,B-NP,O
,-,I-NP,O
,Arantxa,I-NP,B-PER
,Sanchez,I-NP,I-PER
,Vicario,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Laxmi,B-NP,B-PER
,Poruri,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Men,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Andrei,B-NP,B-PER
,Olhovskiy,I-NP,I-PER
,(,O,O
,Russia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Pat,B-NP,B-PER
,Cash,I-NP,I-PER
,(,O,O
,Australia,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,6-3,I-NP,O
,6-2,I-NP,O
,"
",I-NP,O
,Filippo,B-NP,B-PER
,Veglio,I-NP,I-PER
,(,O,O
,Switzerland,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Christian,B-NP,B-PER
,Ruud,I-NP,I-PER
,(,O,O
,Norway,B-NP,B-LOC
,),O,O
,1-6,B-NP,O
,6,I-NP,O
,"
",I-NP,O
Sentence :3931,-,I-NP,O
,2,B-NP,O
,6-4,I-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Tim,B-NP,B-PER
,Henman,I-NP,I-PER
,(,O,O
,Britain,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Roberto,B-NP,B-PER
,Jabali,I-NP,I-PER
,(,O,O
,Brazil,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,6-3,I-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Pablo,B-NP,B-PER
,Campana,I-NP,I-PER
,(,O,O
,Ecuador,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Todd,B-NP,B-PER
,Woodbridge,I-NP,I-PER
,(,O,O
,Australia,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,4-,I-NP,O
,"
",I-NP,O
,6,B-NP,O
,6-2,I-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Herman,B-NP,B-PER
,Gumy,I-NP,I-PER
,(,O,O
,Argentina,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Martin,B-NP,B-PER
,Damm,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,7-5,B-NP,O
,6,I-NP,O
,"
",I-NP,O
Sentence :3931,-,I-NP,O
,4,B-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,Jacob,B-NP,B-PER
,Hlasek,I-NP,I-PER
,(,O,O
,Switzerland,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Nicklas,B-NP,B-PER
,Kulti,I-NP,I-PER
,(,O,O
,Sweden,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,4-6,B-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,17-,B-NP,O
,Karina,I-NP,B-PER
,Habsudova,I-NP,I-PER
,(,O,O
,Slovakia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Radka,B-NP,B-PER
,Bobkova,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,"
",B-NP,B-LOC
,Republic,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Karin,B-NP,B-PER
,Kschwendt,I-NP,I-PER
,(,O,O
,Austria,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Sandra,B-NP,B-PER
,"
",B-NP,B-PER
,Kleinova,B-NP,B-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,6-3,B-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Annabel,B-NP,B-PER
,Ellwood,I-NP,I-PER
,(,O,O
,Australia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Jennifer,B-NP,B-PER
,Capriati,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,6,I-NP,O
,"
",I-NP,O
Sentence :3931,-,I-NP,O
,4,B-NP,O
,"
",B-NP,O
,Nicole,B-NP,B-PER
,Arendt,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Sandra,B-NP,B-PER
,Cacic,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,8-6,B-NP,O
,),O,O
,"
",O,O
,Elena,B-NP,B-PER
,Likhovtseva,I-NP,I-PER
,(,O,O
,Russia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Kyoko,B-NP,B-PER
,Nagatsuka,I-NP,I-PER
,(,O,O
,Japan,B-NP,B-LOC
,),O,O
,7-6,B-ADVP,O
,(,O,O
,7-,B-NP,O
,"
",B-NP,O
,5,B-LST,O
,),O,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Sandrine,B-NP,B-PER
,Testud,I-NP,I-PER
,(,O,O
,France,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Pam,B-NP,B-PER
,Shriver,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,7-5,B-NP,O
,6-2,I-NP,O
,"
",I-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Kimberly,B-NP,B-PER
,Po,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,10,B-NP,O
,-,I-NP,O
,Kimiko,I-NP,B-PER
,Date,I-NP,I-PER
,(,O,O
,Japan,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,Natasha,B-NP,B-PER
,Zvereva,I-NP,I-PER
,(,O,O
,Belarus,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Virginia,B-NP,B-PER
,Ruano-Pascual,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,6,B-NP,O
,"
",B-NP,O
Sentence :3931,-,B-NP,O
,2,B-NP,O
,6-7,I-NP,O
,(,O,O
,5-7,B-NP,O
,),O,O
,6-2,B-NP,O
,Tina,I-NP,B-PER
,Kirzan,I-NP,I-PER
,(,O,O
,Slovakia,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Rika,B-NP,B-PER
,Hiraki,I-NP,I-PER
,(,O,O
,Japan,B-NP,B-LOC
,),O,O
,"
",O,O
,7-6,B-ADVP,O
,(,O,O
,7-4,B-NP,O
,),O,O
,7-5,B-NP,O
,"
",B-NP,O
,Petra,B-NP,B-PER
,Langrova,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,beat,B-VP,O
,Karina,B-NP,B-PER
,Adams,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,6-2,I-NP,O
,"
",I-NP,O
,Tami,B-NP,B-PER
,Whitlinger,I-NP,I-PER
,Jones,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Sandra,B-NP,B-PER
,Cecchini,I-NP,I-PER
,(,O,O
,Italy,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,6-0,I-NP,O
,"
",I-NP,O
,7,B-NP,O
,-,I-NP,O
,Jana,I-NP,B-PER
,Novotna,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,beat,B-VP,O
,Francesca,B-NP,B-PER
,Lubiani,I-NP,I-PER
,(,O,O
,Italy,B-NP,B-LOC
,),O,O
,"
",O,O
,6-1,B-ADVP,O
,7-5,B-NP,O
,"
",B-NP,O
,Men,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,13,B-NP,O
,-,I-NP,O
,Thomas,I-NP,B-PER
,Enqvist,I-NP,I-PER
,(,O,O
,Sweden,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Stephane,B-NP,B-PER
,Simian,I-NP,I-PER
,(,O,O
,France,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,6-1,B-ADVP,O
,6-4,B-NP,O
,"
",B-NP,O
,Men,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Mikael,B-NP,B-PER
,Tillstrom,I-NP,I-PER
,(,O,O
,Sweden,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Tamer,B-NP,B-PER
,El,I-NP,I-PER
,Sawy,I-NP,I-PER
,(,O,O
,Egypt,B-NP,B-LOC
,),O,O
,1-6,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,9,B-NP,O
,"
",B-NP,O
Sentence :3931,-,B-NP,O
,7,B-LST,O
,),O,O
,6-1,B-NP,O
,3-6,I-NP,O
,6-4,I-NP,O
,"
",I-NP,O
,Roberto,B-NP,B-PER
,Carretero,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Jordi,B-NP,B-PER
,Burillo,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,4-6,I-NP,O
,6-,I-NP,O
,"
",I-NP,O
,0,B-NP,O
,1-0,I-NP,O
,Retired,I-NP,O
,(,O,O
,ankle,B-NP,O
,injury,I-NP,O
,),O,O
,"
",O,O
,Thomas,B-NP,B-PER
,Johansson,I-NP,I-PER
,(,O,O
,Sweden,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Renzo,B-NP,B-PER
,Furlan,I-NP,I-PER
,(,O,O
,Italy,B-NP,B-LOC
,),O,O
,4-6,B-VP,O
,2-6,B-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,6-1,B-ADVP,O
,7-5,B-NP,O
,"
",B-NP,O
,Mark,B-NP,B-PER
,Knowles,I-NP,I-PER
,(,O,O
,Bahamas,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Marcelo,B-NP,B-PER
,Filippini,I-NP,I-PER
,(,O,O
,Uruguay,B-NP,B-LOC
,),O,O
,6-3,B-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,6-1,B-ADVP,O
,"
",B-ADVP,O
,Jared,B-NP,B-PER
,Palmer,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,15,B-NP,O
,-,I-NP,O
,Marc,I-NP,B-PER
,Rosset,I-NP,I-PER
,(,O,O
,Switzerland,B-NP,B-LOC
,),O,O
,6-7,B-NP,O
,(,O,O
,7-9,B-NP,O
,),O,O
,"
",O,O
,6-4,B-NP,O
,6-4,I-NP,O
,6-3,I-NP,O
,"
",I-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Amy,B-NP,B-PER
,Frazier,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Larisa,B-NP,B-PER
,Neiland,I-NP,I-PER
,(,O,O
,Latvia,B-NP,B-LOC
,),O,O
,6-1,B-ADVP,O
,6-3,B-NP,O
,"
",B-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Lisa,B-NP,B-PER
,Raymond,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Lori,B-NP,B-PER
,McNeil,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,7-6,B-ADVP,O
,(,O,O
,8-6,B-NP,O
,),O,O
,6-3,B-NP,O
,"
",B-NP,O
,Sandra,B-NP,B-PER
,Dopfer,I-NP,I-PER
,(,O,O
,Austria,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Zina,B-NP,B-PER
,Garrison,I-NP,I-PER
,Jackson,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,2-6,B-NP,O
,6-3,I-NP,O
,7-5,I-NP,O
,"
",I-NP,O
,4,B-NP,O
,-,I-NP,O
,Conchita,I-NP,B-PER
,Martinez,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Ruxandra,B-NP,B-PER
,Dragomir,I-NP,I-PER
,(,O,O
,Romania,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,6-0,I-NP,O
,"
",I-NP,O
,Naoko,B-NP,B-PER
,Sawamatsu,I-NP,I-PER
,(,O,O
,Japan,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Rennae,B-NP,B-PER
,Stubbs,I-NP,I-PER
,(,O,O
,Australia,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,6-3,I-NP,O
,"
",I-NP,O
,Miriam,B-NP,B-PER
,Oremans,I-NP,I-PER
,(,O,O
,Netherlands,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Radka,B-NP,B-PER
,Zrubakova,I-NP,I-PER
,(,O,O
,Slovakia,B-NP,B-LOC
,),O,O
,6-2,B-NP,O
,4-6,I-NP,O
,6-1,I-NP,O
,"
",I-NP,O
,Men,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,"
",I-NP,O
,Doug,B-NP,B-PER
,Flach,I-NP,I-PER
,(,O,O
,U.S.,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Gianluca,B-NP,B-PER
,Pozzi,I-NP,I-PER
,(,O,O
,Italy,B-NP,B-LOC
,),O,O
,7-5,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-5,B-NP,O
,),O,O
,2-6,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,8-6,B-NP,O
,),O,O
,"
",O,O
,16,B-NP,O
,-,I-NP,O
,Cedric,I-NP,B-PER
,Pioline,I-NP,I-PER
,(,O,O
,France,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Francisco,B-NP,B-PER
,Clavet,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,6-4,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-3,B-NP,O
,),O,O
,6-4,B-NP,O
,"
",B-NP,O
,Javier,B-NP,B-PER
,Sanchez,I-NP,I-PER
,(,O,O
,Spain,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,David,B-NP,B-PER
,Skoch,I-NP,I-PER
,(,O,O
,Czech,B-NP,B-LOC
,Republic,I-NP,I-LOC
,),O,O
,6-2,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-0,B-NP,O
,),O,O
,6-3,B-NP,O
,"
",B-NP,O
,Women,B-NP,O
,'s,B-NP,O
,singles,I-NP,O
,",",O,O
,first,B-NP,O
,round,I-NP,O
,1,I-NP,O
,-,I-NP,O
,Steffi,I-NP,B-PER
,Graf,I-NP,I-PER
,(,O,O
,Germany,B-NP,B-LOC
,),O,O
,beat,B-VP,O
,Yayuk,B-NP,B-PER
,Basuki,I-NP,I-PER
,(,O,O
,Indonesia,O,B-LOC
,),O,O
,6-3,B-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-4,B-NP,O
,),O,O
,"
",O,O
,"
",-X-,O
,BASEBALL,B-NP,O
Sentence :3931,-,B-NP,O
,MAJOR,B-NP,B-MISC
,LEAGUE,I-NP,I-MISC
,STANDINGS,I-NP,O
,AFTER,I-NP,O
,MONDAY,I-NP,O
,'S,B-NP,O
,GAMES,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,NEW,B-NP,B-LOC
,YORK,I-NP,I-LOC
,1996-08-27,I-NP,O
,"
",I-NP,O
,Major,B-NP,B-MISC
,League,I-NP,I-MISC
,Baseball,I-NP,I-MISC
,"
",I-NP,I-MISC
,standings,B-NP,O
,after,B-SBAR,O
,games,B-NP,O
,played,B-VP,O
,on,B-PP,O
,Monday,B-NP,O
,(,O,O
,tabulate,B-NP,O
,under,B-PP,O
,won,B-NP,O
,",",I-NP,O
,"
",I-NP,O
,lost,B-VP,O
,",",O,O
,winning,B-VP,O
,percentage,B-NP,O
,and,I-NP,O
,games,I-NP,O
,behind,B-PP,O
,),O,O
,:,O,O
,"
",O,O
,AMERICAN,B-NP,B-MISC
,LEAGUE,I-NP,I-MISC
,"
",I-NP,I-MISC
,EASTERN,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,W,B-NP,O
,L,I-NP,O
,PCT,I-NP,O
,GB,I-NP,O
,"
",I-NP,O
,NEW,B-NP,B-ORG
,YORK,I-NP,I-ORG
,74,I-NP,O
,56,I-NP,O
,.569,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,BALTIMORE,B-VP,B-ORG
,69,B-NP,O
,61,I-NP,O
,.531,I-NP,O
,5,I-NP,O
,"
",I-NP,O
,BOSTON,B-NP,B-ORG
,67,I-NP,O
,65,I-NP,O
,.508,O,O
,8,B-NP,O
,"
",B-NP,O
,TORONTO,B-VP,B-ORG
,62,B-NP,O
,70,I-NP,O
,.470,I-NP,O
,13,I-NP,O
,"
",I-NP,O
,DETROIT,B-VP,B-ORG
,47,B-NP,O
,84,I-NP,O
,.359,I-NP,O
,27,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,CENTRAL,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,CLEVELAND,B-NP,B-ORG
,78,I-NP,O
,53,I-NP,O
,.595,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,CHICAGO,B-NP,B-ORG
,70,I-NP,O
,63,I-NP,O
,.526,I-NP,O
,9,I-NP,O
,"
",I-NP,O
,MINNESOTA,B-NP,B-ORG
,65,I-NP,O
,66,I-NP,O
,.496,I-NP,O
,13,I-NP,O
,"
",I-NP,O
,MILWAUKEE,B-NP,B-ORG
,63,I-NP,O
,69,I-NP,O
,.477,I-NP,O
,15,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,KANSAS,B-NP,B-ORG
,CITY,I-NP,I-ORG
,59,I-NP,O
,73,I-NP,O
,.447,I-NP,O
,19,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,WESTERN,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,TEXAS,B-NP,B-ORG
,75,I-NP,O
,56,I-NP,O
,.573,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,SEATTLE,B-NP,B-ORG
,67,I-NP,O
,63,I-NP,O
,.515,I-NP,O
,7,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,OAKLAND,B-NP,B-ORG
,63,I-NP,O
,71,I-NP,O
,.470,I-NP,O
,13,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,CALIFORNIA,B-NP,B-ORG
,61,I-NP,O
,70,I-NP,O
,.466,I-NP,O
,14,I-NP,O
,"
",I-NP,O
,TUESDAY,B-NP,O
,",",O,O
,AUGUST,B-NP,O
,27TH,I-NP,O
,SCHEDULE,I-NP,O
,"
",I-NP,O
,CLEVELAND,B-NP,B-ORG
,AT,I-NP,O
,DETROIT,I-NP,B-LOC
,"
",I-NP,B-LOC
,OAKLAND,B-NP,B-ORG
,AT,I-NP,O
,BALTIMORE,I-NP,B-LOC
,"
",I-NP,B-LOC
,MINNESOTA,B-NP,B-ORG
,AT,I-NP,O
,TORONTO,I-NP,B-LOC
,"
",I-NP,B-LOC
,MILWAUKEE,B-NP,B-ORG
,AT,I-NP,O
,CHICAGO,I-NP,B-LOC
,"
",I-NP,B-LOC
,TEXAS,B-NP,B-ORG
,AT,I-NP,O
,KANSAS,B-VP,B-LOC
,CITY,B-NP,I-LOC
,"
",B-NP,I-LOC
,BOSTON,B-NP,B-ORG
,AT,I-NP,O
,CALIFORNIA,I-NP,B-LOC
,"
",I-NP,B-LOC
,NEW,B-NP,B-ORG
,YORK,I-NP,I-ORG
,AT,I-NP,O
,SEATTLE,I-NP,B-LOC
,"
",I-NP,B-LOC
,NATIONAL,B-NP,B-MISC
,LEAGUE,I-NP,I-MISC
,"
",I-NP,I-MISC
,EASTERN,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,W,B-NP,O
,L,I-NP,O
,PCT,I-NP,O
,GB,I-NP,O
,"
",I-NP,O
,ATLANTA,B-NP,B-ORG
,81,I-NP,O
,48,I-NP,O
,.628,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,MONTREAL,B-NP,B-ORG
,70,I-NP,O
,59,I-NP,O
,.543,I-NP,O
,11,I-NP,O
,"
",I-NP,O
,FLORIDA,B-NP,B-ORG
,61,I-NP,O
,70,I-NP,O
,.466,I-NP,O
,21,I-NP,O
,"
",I-NP,O
,NEW,B-NP,B-ORG
,YORK,I-NP,I-ORG
,59,I-NP,O
,72,I-NP,O
,.450,I-NP,O
,23,I-NP,O
,"
",I-NP,O
,PHILADELPHIA,B-NP,B-ORG
,53,I-NP,O
,79,B-NP,O
,.402,I-NP,O
,29,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,CENTRAL,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,HOUSTON,B-NP,B-ORG
,70,I-NP,O
,62,I-NP,O
,.530,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,ST,B-NP,B-ORG
,LOUIS,B-VP,I-ORG
,69,B-NP,O
,62,I-NP,O
,.527,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,CHICAGO,B-NP,B-ORG
,64,I-NP,O
,64,I-NP,O
,.500,I-NP,O
,4,I-NP,O
,"
",I-NP,O
,CINCINNATI,B-NP,B-ORG
,64,I-NP,O
,66,I-NP,O
,.492,I-NP,O
,5,I-NP,O
,"
",I-NP,O
,PITTSBURGH,B-NP,B-ORG
,55,I-NP,O
,75,I-NP,O
,.423,I-NP,O
,14,I-NP,O
,"
",I-NP,O
,WESTERN,B-NP,B-MISC
,DIVISION,I-NP,I-MISC
,"
",I-NP,I-MISC
,SAN,B-NP,B-ORG
,DIEGO,I-NP,I-ORG
,72,I-NP,O
,60,B-NP,O
,.545,I-NP,O
,-,I-NP,O
,"
",I-NP,O
,LOS,B-NP,B-ORG
,ANGELES,I-NP,I-ORG
,70,I-NP,O
,60,B-NP,O
,.538,I-NP,O
,1,I-NP,O
,"
",I-NP,O
,COLORADO,B-NP,B-ORG
,69,I-NP,O
,63,I-NP,O
,.523,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,SAN,B-NP,B-ORG
,FRANCISCO,I-NP,I-ORG
,56,I-NP,O
,73,I-NP,O
,.434,I-NP,O
,14,I-NP,O
,1/2,I-NP,O
,"
",I-NP,O
,TUESDAY,B-NP,O
,",",O,O
,AUGUST,B-NP,O
,27TH,I-NP,O
,SCHEDULE,I-NP,O
,"
",I-NP,O
,PHILADELPHIA,B-NP,B-ORG
,AT,I-NP,O
,SAN,I-NP,B-LOC
,FRANCISCO,I-NP,I-LOC
,"
",I-NP,I-LOC
,LOS,B-NP,B-ORG
,ANGELES,I-NP,I-ORG
,AT,I-NP,O
,MONTREAL,I-NP,B-LOC
,"
",I-NP,B-LOC
,ATLANTA,B-NP,B-ORG
,AT,I-NP,O
,PITTSBURGH,I-NP,B-LOC
,"
",I-NP,B-LOC
,SAN,B-NP,B-ORG
,DIEGO,I-NP,I-ORG
,AT,I-NP,O
,NEW,I-NP,B-LOC
,YORK,I-NP,I-LOC
,"
",I-NP,I-LOC
,CHICAGO,B-NP,B-ORG
,AT,I-NP,O
